url,fetch_original_index,resolved_url,http_status,datetime_utc,fetch_error,filename,mimetype,encoding
https://www.milenio.com/negocios/financial-times/invertimos-100-mdp-en-mexico-takeda,40,https://www.milenio.com/negocios/financial-times/invertimos-100-mdp-en-mexico-takeda,200,2023-03-30T05:32:53.479136,,359c2b3d16113f96b88444960c4f4948.html,text/html,utf_8
https://www.milenio.com/politica/amlo-preve-etapa-dificil-por-cambio-de-sexenio,95,https://www.milenio.com/politica/amlo-preve-etapa-dificil-por-cambio-de-sexenio,200,2023-03-30T05:32:54.154694,,9d25f719259fba20b4d74722b51f9e09.html,text/html,utf_8
https://www.milenio.com/deportes/f1/federico-compean-que-el-mundo-conozca-mexico-por-el-gran-premio,19,https://www.milenio.com/deportes/f1/federico-compean-que-el-mundo-conozca-mexico-por-el-gran-premio,200,2023-03-30T05:32:54.952892,,19373cde86d942d20eef61a9ce05d5c9.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/saul-canelo-alvarez-genero-polemica-ring,76,https://www.milenio.com/futbol-internacional/mundial/saul-canelo-alvarez-genero-polemica-ring,200,2023-03-30T05:32:55.581551,,1360d07ed02404c11adbd7551dba2ee4.html,text/html,utf_8
https://www.milenio.com/deportes/mas-aficion/roberto-lebrija-lidera-quinta-etapa-gira-golf-profesional,134,https://www.milenio.com/deportes/mas-aficion/roberto-lebrija-lidera-quinta-etapa-gira-golf-profesional,200,2023-03-30T05:32:56.218276,,da49bcc9bd1ac67e40b354c62a3c0c6d.html,text/html,utf_8
https://www.milenio.com/policia/gobierno-edomex-combatira-violencia-genero-valle-mexico,18,https://www.milenio.com/policia/gobierno-edomex-combatira-violencia-genero-valle-mexico,200,2023-03-30T05:32:56.852117,,40b37459a34c190db422bde0179ac2a0.html,text/html,utf_8
https://www.milenio.com/estados/hannover-messe-2022-busca-recuperar-cifras-prepandemia,1,https://www.milenio.com/estados/hannover-messe-2022-busca-recuperar-cifras-prepandemia,200,2023-03-30T05:32:57.561087,,02121a45aae5b9b7091f91bb4ee1a995.html,text/html,utf_8
https://www.milenio.com/deportes/f1/carlos-sainz-previo-gp-de-mexico-2022-me-siento-querido-aqui,21,https://www.milenio.com/deportes/f1/carlos-sainz-previo-gp-de-mexico-2022-me-siento-querido-aqui,200,2023-03-30T05:32:58.532319,,399340bc89441f4a318179a86d1987bd.html,text/html,utf_8
https://www.milenio.com/politica/politicos-empresarios-mandan-mensajes-apoyo-adan-augusto-lopez,120,https://www.milenio.com/politica/politicos-empresarios-mandan-mensajes-apoyo-adan-augusto-lopez,200,2023-03-30T05:32:59.169054,,c835289d6207028c1e2605da98d0c096.html,text/html,utf_8
https://www.milenio.com/politica/comunidad/vacantes-de-profesor-de-espanol-en-estados-unidos,129,https://www.milenio.com/politica/comunidad/vacantes-de-profesor-de-espanol-en-estados-unidos,200,2023-03-30T05:32:59.921607,,6530b4e14b01a1a3126928220fd3b9fc.html,text/html,utf_8
https://www.milenio.com/deportes/extra-cancha/tata-martino-sonrie-tras-gol-de-rogelio-funes-mori-vs-irak-video,44,https://www.milenio.com/deportes/extra-cancha/tata-martino-sonrie-tras-gol-de-rogelio-funes-mori-vs-irak-video,200,2023-03-30T05:33:00.602911,,5a51d6d624f1c1f034c3f44b3a62c318.html,text/html,utf_8
https://www.milenio.com/deportes/f1/max-verstappen-el-hombre-que-mas-brilla-en-el-gran-premio-de-mexico,32,https://www.milenio.com/deportes/f1/max-verstappen-el-hombre-que-mas-brilla-en-el-gran-premio-de-mexico,200,2023-03-30T05:33:01.312068,,6be1ccf05776ac97461a923b70f58922.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/aficionado-mexicano-sorprende-llegada-qatar-bocina,51,https://www.milenio.com/futbol-internacional/mundial/aficionado-mexicano-sorprende-llegada-qatar-bocina,200,2023-03-30T05:33:01.963908,,8766ab16a2d43202870a58a015a037ca.html,text/html,utf_8
https://www.milenio.com/deportes/extra-cancha/ninos-tanzania-celebran-triunfo-checo-perez-singapur-video,2,https://www.milenio.com/deportes/extra-cancha/ninos-tanzania-celebran-triunfo-checo-perez-singapur-video,200,2023-03-30T05:33:02.536352,,a02e38b409a62da841c35375332b5262.html,text/html,utf_8
https://www.milenio.com/sociedad/indigenas-retienen-presuntos-militares-decomisaron-droga,91,https://www.milenio.com/sociedad/indigenas-retienen-presuntos-militares-decomisaron-droga,200,2023-03-30T05:33:03.181511,,2761bdb3f1674c0645e080ad9aef6049.html,text/html,utf_8
https://www.milenio.com/politica/comunidad/alcalde-panista-afirma-morelia-listo-recibir-tesla,146,https://www.milenio.com/politica/comunidad/alcalde-panista-afirma-morelia-listo-recibir-tesla,200,2023-03-30T05:33:03.892985,,5e84e2184f998683978aa6c749dc82e2.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/aficionado-mexicano-ingresa-alcohol-a-qatar-antes-del-mundial-video,52,https://www.milenio.com/futbol-internacional/mundial/aficionado-mexicano-ingresa-alcohol-a-qatar-antes-del-mundial-video,200,2023-03-30T05:33:04.492144,,78f667b47fc08af18fa1706a8feabd20.html,text/html,utf_8
https://www.milenio.com/tecnologia/apps/instagram-estas-son-las-canciones-y-artistas-mas-populares-de-reels,92,https://www.milenio.com/tecnologia/apps/instagram-estas-son-las-canciones-y-artistas-mas-populares-de-reels,200,2023-03-30T05:33:05.184865,,7b8a86184ee317d5d0e073a60d7d8e19.html,text/html,utf_8
https://www.milenio.com/internacional/estados-unidos/grupos-latinos-buscan-levantar-muro-infodemia-electoral,14,https://www.milenio.com/internacional/estados-unidos/grupos-latinos-buscan-levantar-muro-infodemia-electoral,200,2023-03-30T05:33:06.853192,,568f5826a4fd8db1a9f20ff2a35c0948.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/werevertumorro-reprueba-a-mexicanos-que-llevaron-alcohol-a-qatar,56,https://www.milenio.com/futbol-internacional/mundial/werevertumorro-reprueba-a-mexicanos-que-llevaron-alcohol-a-qatar,200,2023-03-30T05:33:07.438361,,9ce071c2772197eeec53c873b2677973.html,text/html,utf_8
https://www.milenio.com/deportes/extra-cancha/kevin-alvarez-conmueve-a-aficionadas-de-pachuca-con-sorpresa-video,123,https://www.milenio.com/deportes/extra-cancha/kevin-alvarez-conmueve-a-aficionadas-de-pachuca-con-sorpresa-video,200,2023-03-30T05:33:08.152580,,8521e18e2cedebd351a5cb09866baac9.html,text/html,utf_8
https://www.milenio.com/estados/ine-en-torreon-marchan-en-contra-de-reforma-electoral,47,https://www.milenio.com/estados/ine-en-torreon-marchan-en-contra-de-reforma-electoral,200,2023-03-30T05:33:08.825302,,b0172ee87b4c0f9670088350a33446fc.html,text/html,utf_8
https://www.milenio.com/politica/colombia-y-eln-inician-segundo-dialogo-en-la-cdmx,140,https://www.milenio.com/politica/colombia-y-eln-inician-segundo-dialogo-en-la-cdmx,200,2023-03-30T05:33:09.653133,,d805a688aafce32f7173cfbe14da6994.html,text/html,utf_8
https://www.milenio.com/politica/alimentacion-humana-principal-causa-deterioro-ambiental-reportera,45,https://www.milenio.com/politica/alimentacion-humana-principal-causa-deterioro-ambiental-reportera,200,2023-03-30T05:33:10.369537,,02d093adefafc8b65729dff4bc0c9c16.html,text/html,utf_8
https://www.milenio.com/estados/yucatan-captan-perritos-subiendo-piramide-chichen-itza,127,https://www.milenio.com/estados/yucatan-captan-perritos-subiendo-piramide-chichen-itza,200,2023-03-30T05:33:10.981570,,50afa06d7d4e9b437002c670fea1339d.html,text/html,utf_8
https://www.milenio.com/policia/greg-abbott-beto-rourke-batalla-texas,26,https://www.milenio.com/policia/greg-abbott-beto-rourke-batalla-texas,200,2023-03-30T05:33:13.160865,,6ebb0f4f2bcebea9b4e499fd988c9b5f.html,text/html,utf_8
https://www.milenio.com/deportes/motor/inducen-primera-generacion-a-muro-de-honor-del-deporte-motor-en-mexico,22,https://www.milenio.com/deportes/motor/inducen-primera-generacion-a-muro-de-honor-del-deporte-motor-en-mexico,200,2023-03-30T05:33:13.846074,,797691a42b12dee3266448cdfe30e2c1.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/qatar-2022-neymar-y-lewandowski-dan-medidas-de-seguridad-a-pasajeros,53,https://www.milenio.com/futbol-internacional/mundial/qatar-2022-neymar-y-lewandowski-dan-medidas-de-seguridad-a-pasajeros,200,2023-03-30T05:33:14.575370,,01a54fb3eeba340206f079f9c2461285.html,text/html,utf_8
https://www.milenio.com/deportes/kevin-alvarez-enciende-redes-sociales-fotografias,128,https://www.milenio.com/deportes/kevin-alvarez-enciende-redes-sociales-fotografias,200,2023-03-30T05:33:15.193075,,8da20fe7798c0885821f4ddbe72262dd.html,text/html,utf_8
https://www.milenio.com/deportes/motor/stoffel-vandoorne-sobre-eprix-de-cdmx-2023-sera-una-carrera-dura,106,https://www.milenio.com/deportes/motor/stoffel-vandoorne-sobre-eprix-de-cdmx-2023-sera-una-carrera-dura,200,2023-03-30T05:33:15.863459,,dd42ba14daec7224e9856484f8f72c1f.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/adrian-marcelo-critica-canelo-alvarez-polemica-messi,74,https://www.milenio.com/futbol-internacional/mundial/adrian-marcelo-critica-canelo-alvarez-polemica-messi,200,2023-03-30T05:33:16.719694,,a350e73f04e40abe15db9bff58027242.html,text/html,utf_8
https://www.milenio.com/politica/ley-malena-ataques-con-acido-en-que-consiste-la-iniciativa,125,https://www.milenio.com/politica/ley-malena-ataques-con-acido-en-que-consiste-la-iniciativa,200,2023-03-30T05:33:17.416262,,343ca5071d521fa2f541362bb6c2e68a.html,text/html,utf_8
https://www.milenio.com/politica/ine-convertido-simbolo-resistencia-lorenzo-cordova,148,https://www.milenio.com/politica/ine-convertido-simbolo-resistencia-lorenzo-cordova,200,2023-03-30T05:33:18.273859,,1059fd5989db91a4d8a1995110bde863.html,text/html,utf_8
https://www.milenio.com/estados/durango-nicho-el-loquero-pionero-metodo-electroshock-terror-la-laguna,6,https://www.milenio.com/estados/durango-nicho-el-loquero-pionero-metodo-electroshock-terror-la-laguna,200,2023-03-30T05:33:19.003607,,27e0ec8a130bd46c8ec73f1066dce3d6.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/mejores-memes-del-mexico-vs-argentina-del-mundial-de-qatar-2022,67,https://www.milenio.com/futbol-internacional/mundial/mejores-memes-del-mexico-vs-argentina-del-mundial-de-qatar-2022,200,2023-03-30T05:33:19.897116,,f60b0e2285752f931d1c1330dc1c38ad.html,text/html,utf_8
https://www.milenio.com/opinion/mario-arteaga/pro-bono/la-mirada-al-futuro-y-en-los-origenes,3,https://www.milenio.com/opinion/mario-arteaga/pro-bono/la-mirada-al-futuro-y-en-los-origenes,200,2023-03-30T05:33:20.589840,,9404626f8d8f6b196d46f3614a7d2ba9.html,text/html,utf_8
https://www.milenio.com/negocios/larry-rubin-titular-economia-debera-objetiva,4,https://www.milenio.com/negocios/larry-rubin-titular-economia-debera-objetiva,200,2023-03-30T05:33:21.366330,,bf6c8a5bb799314dcdb37c7085c38a81.html,text/html,utf_8
https://www.milenio.com/deportes/mas-aficion/medallista-de-taekwondo-se-alistan-para-grand-prix-de-arabia-saudita,65,https://www.milenio.com/deportes/mas-aficion/medallista-de-taekwondo-se-alistan-para-grand-prix-de-arabia-saudita,200,2023-03-30T05:33:22.030849,,d950891eb0ff1c57df65a481689036b5.html,text/html,utf_8
https://www.milenio.com/deportes/mas-aficion/aficion-se-maravilla-del-primer-gnp-mexico-major-premier-padel,75,https://www.milenio.com/deportes/mas-aficion/aficion-se-maravilla-del-primer-gnp-mexico-major-premier-padel,200,2023-03-30T05:33:22.848974,,e2ea77a4e37f91cf16245c5c7da160e1.html,text/html,utf_8
https://www.milenio.com/deportes/americano/ronda-divisional-nfl-2023-cuando-son-los-partidos-de-los-playoffs,116,https://www.milenio.com/deportes/americano/ronda-divisional-nfl-2023-cuando-son-los-partidos-de-los-playoffs,200,2023-03-30T05:33:23.587985,,af87236b2f2632efadb335d6fbfee722.html,text/html,utf_8
https://www.milenio.com/negocios/beca-santander-curso-gratuito-aprender-excel,144,https://www.milenio.com/negocios/beca-santander-curso-gratuito-aprender-excel,200,2023-03-30T05:33:24.278666,,84816b44ea665845c163415632f718d1.html,text/html,utf_8
https://www.milenio.com/negocios/bota-tatiana-disputa-con-eu-para-ser-porrista,5,https://www.milenio.com/negocios/bota-tatiana-disputa-con-eu-para-ser-porrista,200,2023-03-30T05:33:25.077144,,0696f3df7a9aafa3deb0229735992f9d.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/incendio-estadio-lusail-previo-argentina-vs-mexico,66,https://www.milenio.com/futbol-internacional/mundial/incendio-estadio-lusail-previo-argentina-vs-mexico,200,2023-03-30T05:33:25.713344,,fc21a8a8e946a74316b9b9ebbf0e926f.html,text/html,utf_8
https://www.milenio.com/politica/comunidad/video-metro-cdmx-linea-3-operando-puertas-abiertas,88,https://www.milenio.com/politica/comunidad/video-metro-cdmx-linea-3-operando-puertas-abiertas,200,2023-03-30T05:33:26.407634,,7002d9e9dd6c90744e706ff78aa188a7.html,text/html,utf_8
https://www.milenio.com/politica/mexico-eu-canada-firman-alianza-desigualdad,101,https://www.milenio.com/politica/mexico-eu-canada-firman-alianza-desigualdad,200,2023-03-30T05:33:27.015462,,b704296b4de23a50dcb1d0db163e6847.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/kun-aguero-defiende-a-messi-de-la-amenaza-del-canelo-alvarez,73,https://www.milenio.com/futbol-internacional/mundial/kun-aguero-defiende-a-messi-de-la-amenaza-del-canelo-alvarez,200,2023-03-30T05:33:27.693856,,49b2fe55fbb0c91a0da39c11e714b608.html,text/html,utf_8
https://www.milenio.com/negocios/amcham-regulaciones-homologadas-crear-entorno-dinamico,42,https://www.milenio.com/negocios/amcham-regulaciones-homologadas-crear-entorno-dinamico,200,2023-03-30T05:33:28.361192,,7642a399ff29c79c8f63c71848b87be7.html,text/html,utf_8
https://www.milenio.com/cultura/muere-escultora-angela-gurria-93-anos,143,https://www.milenio.com/cultura/muere-escultora-angela-gurria-93-anos,200,2023-03-30T05:33:28.966746,,5d062eee72a7ca6ecfae981b7fd62b9e.html,text/html,utf_8
https://www.milenio.com/futbol/club-guadalajara/chivas-femenil-son-reconocidas-en-el-senado-de-la-republica,105,https://www.milenio.com/futbol/club-guadalajara/chivas-femenil-son-reconocidas-en-el-senado-de-la-republica,200,2023-03-30T05:33:29.817549,,d147888971443ac1274906b690287a10.html,text/html,utf_8
https://www.milenio.com/politica/katya-echazarreta-asegura-que-dos-mexicanos-viajaron-al-espacio,7,https://www.milenio.com/politica/katya-echazarreta-asegura-que-dos-mexicanos-viajaron-al-espacio,200,2023-03-30T05:33:30.543870,,c50277be074d728e593f27462603fa48.html,text/html,utf_8
https://www.milenio.com/deportes/extra-cancha/max-verstappen-es-abucheado-tras-clasificacion-del-gp-de-abu-dhabi,54,https://www.milenio.com/deportes/extra-cancha/max-verstappen-es-abucheado-tras-clasificacion-del-gp-de-abu-dhabi,200,2023-03-30T05:33:31.136392,,a5fb7da6a73828de83bc7dea8f2b32f4.html,text/html,utf_8
https://www.milenio.com/deportes/f1/record-de-gran-premio-de-mexico-2022-en-asistencia-de-segundo-dia,31,https://www.milenio.com/deportes/f1/record-de-gran-premio-de-mexico-2022-en-asistencia-de-segundo-dia,200,2023-03-30T05:33:31.835627,,bea36767bb7ee532a2c14ae01d38fa71.html,text/html,utf_8
https://www.milenio.com/deportes/f1/patricio-o-ward-previo-al-gran-premio-me-gustaria-correr-en-mexico,24,https://www.milenio.com/deportes/f1/patricio-o-ward-previo-al-gran-premio-me-gustaria-correr-en-mexico,200,2023-03-30T05:33:32.468867,,bc986b0da830add86dffebd29d1787d2.html,text/html,utf_8
https://www.milenio.com/negocios/cargadores-rebasan-dinamismo-venta-autos-hibridos-electricos,110,https://www.milenio.com/negocios/cargadores-rebasan-dinamismo-venta-autos-hibridos-electricos,200,2023-03-30T05:33:33.061700,,e84571e0c6cbcf40b90bae9d8fc70339.html,text/html,utf_8
https://www.milenio.com/negocios/elon-musk-dice-que-mexico-rifa-y-abre-vacantes-de-trabajo-para-tesla,121,https://www.milenio.com/negocios/elon-musk-dice-que-mexico-rifa-y-abre-vacantes-de-trabajo-para-tesla,200,2023-03-30T05:33:33.731886,,2c59299652e4f63d9f47271d964ca56e.html,text/html,utf_8
https://www.milenio.com/politica/amlo-pide-a-corcholatas-autolimitarse-y-no-cometer-excesos,96,https://www.milenio.com/politica/amlo-pide-a-corcholatas-autolimitarse-y-no-cometer-excesos,200,2023-03-30T05:33:34.373549,,1e6160241be7243a30d4ae8aef588365.html,text/html,utf_8
https://www.milenio.com/negocios/amcham-estima-que-inflacion-haya-incrementado-en-diciembre,98,https://www.milenio.com/negocios/amcham-estima-que-inflacion-haya-incrementado-en-diciembre,200,2023-03-30T05:33:34.962419,,3b40a7ef5b6154cfcf8640e16d202296.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/aficionado-caramelo-estalla-tras-eliminacion-de-mexico-en-qatar-2022,78,https://www.milenio.com/futbol-internacional/mundial/aficionado-caramelo-estalla-tras-eliminacion-de-mexico-en-qatar-2022,200,2023-03-30T05:33:35.688159,,afe31858e65befa4f91dac594ef43365.html,text/html,utf_8
https://www.milenio.com/estados/tormenta-tropical-karl-sube-fuerza-vientos-smn,9,https://www.milenio.com/estados/tormenta-tropical-karl-sube-fuerza-vientos-smn,200,2023-03-30T05:33:36.451755,,ace4442ce3eef57d5f05d4a321369e61.html,text/html,utf_8
https://www.milenio.com/content/restaurante-tatel-mexico-city-abrira-enero-2023,79,https://www.milenio.com/content/restaurante-tatel-mexico-city-abrira-enero-2023,200,2023-03-30T05:33:37.463356,,dd42c1eec1e357d64a366a69e25ef228.html,text/html,utf_8
https://www.milenio.com/deportes/extra-cancha/acusan-a-pique-con-canelo-por-burlarse-del-fracaso-del-tri-en-mundial,90,https://www.milenio.com/deportes/extra-cancha/acusan-a-pique-con-canelo-por-burlarse-del-fracaso-del-tri-en-mundial,200,2023-03-30T05:33:38.202154,,71ce04611200584ab484252352d0cb58.html,text/html,utf_8
https://www.milenio.com/politica/ricardo-monreal-asegura-perfil-suceder-amlo,86,https://www.milenio.com/politica/ricardo-monreal-asegura-perfil-suceder-amlo,200,2023-03-30T05:33:38.803509,,e7275ae50704a9a42182a26b12c0c7c1.html,text/html,utf_8
https://www.milenio.com/vinos-descorche/food-wine-festival-festival-comida-vinos-cdmx,16,https://www.milenio.com/vinos-descorche/food-wine-festival-festival-comida-vinos-cdmx,200,2023-03-30T05:33:39.529067,,85ae6cc8266612222e0ae2b94b794c53.html,text/html,utf_8
https://www.milenio.com/futbol/liga-mx/rogelio-funes-mori-banca-ida-cuartos-cruz-azul,8,https://www.milenio.com/futbol/liga-mx/rogelio-funes-mori-banca-ida-cuartos-cruz-azul,200,2023-03-30T05:33:40.208596,,b53a9218eeabef608407fea8052bca79.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/aficionados-mexicanos-bailan-payaso-rodeo-qatar-video,60,https://www.milenio.com/futbol-internacional/mundial/aficionados-mexicanos-bailan-payaso-rodeo-qatar-video,200,2023-03-30T05:33:40.825784,,47350eb5e7b93811198d35ae8097a26a.html,text/html,utf_8
https://www.milenio.com/opinion/julio-cesar-vega/economia-cotidiana/los-acuerdos-eu-zacatecas,10,https://www.milenio.com/opinion/julio-cesar-vega/economia-cotidiana/los-acuerdos-eu-zacatecas,200,2023-03-30T05:33:41.468090,,784d452768b6b18393a6337facddb71b.html,text/html,utf_8
https://www.milenio.com/deportes/f1/preventa-gran-premio-de-mexico-2023-comienza-martes-15-noviembre,48,https://www.milenio.com/deportes/f1/preventa-gran-premio-de-mexico-2023-comienza-martes-15-noviembre,200,2023-03-30T05:33:42.041172,,2a42140c5624e5b701f8d9516d29ca6a.html,text/html,utf_8
https://www.milenio.com/sociedad/asi-enfrentara-mexico-el-reto-de-una-mayor-seguridad-vial,36,https://www.milenio.com/sociedad/asi-enfrentara-mexico-el-reto-de-una-mayor-seguridad-vial,200,2023-03-30T05:33:42.617160,,16e99b16367a5fb8a76cf7a70beb3547.html,text/html,utf_8
https://www.milenio.com/politica/amlo-presume-biden-zocalo-cdmx-campana-dolores,102,https://www.milenio.com/politica/amlo-presume-biden-zocalo-cdmx-campana-dolores,200,2023-03-30T05:33:43.173350,,8f2880b0a128e30e152890d9e9f36daf.html,text/html,utf_8
https://www.milenio.com/politica/monreal-guardia-nacional-deberia-destinada-municipios,109,https://www.milenio.com/politica/monreal-guardia-nacional-deberia-destinada-municipios,200,2023-03-30T05:33:43.751265,,3af9d502b4315edc4af6c470581a1c9a.html,text/html,utf_8
https://www.milenio.com/deportes/f1/gran-premio-de-mexico-checo-perez-saldra-en-la-cuarta-posicion,29,https://www.milenio.com/deportes/f1/gran-premio-de-mexico-checo-perez-saldra-en-la-cuarta-posicion,200,2023-03-30T05:33:44.427478,,c94027dfdc2f74555075773a7002a152.html,text/html,utf_8
https://www.milenio.com/deportes/f1/gp-de-mexico-2023-cuando-es-la-preventa-y-cuanto-cuestan-boletos,34,https://www.milenio.com/deportes/f1/gp-de-mexico-2023-cuando-es-la-preventa-y-cuanto-cuestan-boletos,200,2023-03-30T05:33:45.048075,,839e2da01588e63f42762459396f97a4.html,text/html,utf_8
https://www.milenio.com/deportes/f1/patricio-o-ward-debutara-f1-practicas-libres-gp-abu-dhabi,11,https://www.milenio.com/deportes/f1/patricio-o-ward-debutara-f1-practicas-libres-gp-abu-dhabi,200,2023-03-30T05:33:45.701414,,e8db1bd16779a96a23f91693a110c6d7.html,text/html,utf_8
https://www.milenio.com/internacional/prepara-mexicana-viajar-turquia-ayudar-sismo,131,https://www.milenio.com/internacional/prepara-mexicana-viajar-turquia-ayudar-sismo,200,2023-03-30T05:33:46.406286,,b024c131b3ab0c05b79bf400b35f1404.html,text/html,utf_8
https://www.milenio.com/politica/multa-por-traficar-huevo-mexico-a-eu-esto-cuesta,122,https://www.milenio.com/politica/multa-por-traficar-huevo-mexico-a-eu-esto-cuesta,200,2023-03-30T05:33:47.079880,,1f123f40747600f2a5011483dd185780.html,text/html,utf_8
https://www.milenio.com/deportes/mas-aficion/posponen-semifinales-en-el-mexico-major-premier-padel-por-clima,85,https://www.milenio.com/deportes/mas-aficion/posponen-semifinales-en-el-mexico-major-premier-padel-por-clima,200,2023-03-30T05:33:47.739738,,0e747720a22121437eb7c84be0db4398.html,text/html,utf_8
https://www.milenio.com/internacional/estados-unidos/elon-musk-despide-mitad-personal-twitter,61,https://www.milenio.com/internacional/estados-unidos/elon-musk-despide-mitad-personal-twitter,200,2023-03-30T05:33:48.403273,,753e7fa1e15a60f6c463ad3159892ae5.html,text/html,utf_8
https://www.milenio.com/futbol-internacional/mundial/mexico-vs-arabia-saudita-cuando-juega-la-seleccion-en-qatar-2022,68,https://www.milenio.com/futbol-internacional/mundial/mexico-vs-arabia-saudita-cuando-juega-la-seleccion-en-qatar-2022,200,2023-03-30T05:33:49.197119,,cea3c0c0cd5d5cdaf2fb7863b85ecbe4.html,text/html,utf_8
https://www.milenio.com/deportes/f1/roberto-gonzalez-sobre-el-gp-de-mexico-es-el-mejor-ambiente,25,https://www.milenio.com/deportes/f1/roberto-gonzalez-sobre-el-gp-de-mexico-es-el-mejor-ambiente,200,2023-03-30T05:33:49.866159,,c43e233912e4bb9a8dc0eb975075ffbe.html,text/html,utf_8
https://www.milenio.com/negocios/financial-times/exportaciones-de-toneladas-de-aguacate-para-la-final-de-la-nfl,137,https://www.milenio.com/negocios/financial-times/exportaciones-de-toneladas-de-aguacate-para-la-final-de-la-nfl,200,2023-03-30T05:33:50.644156,,7bab0458a80f6a0f3bd57b4b91925614.html,text/html,utf_8
https://www.milenio.com/negocios/telcel-usuarios-reportan-fallas-llamadas-internet,107,https://www.milenio.com/negocios/telcel-usuarios-reportan-fallas-llamadas-internet,200,2023-03-30T05:33:51.384542,,82959e5cd1b76910b3dde030248b90b5.html,text/html,utf_8
https://www.milenio.com/deportes/motor/federico-gutierrez-recibe-homenaje-en-premios-nascar-mexico,126,https://www.milenio.com/deportes/motor/federico-gutierrez-recibe-homenaje-en-premios-nascar-mexico,200,2023-03-30T05:33:52.246027,,1b74f01c5ba68d9ed56a88fd0dbef02d.html,text/html,utf_8
https://www.milenio.com/estados/trailer-se-queda-sin-frenos-en-autopista-mexico-queretaro,81,https://www.milenio.com/estados/trailer-se-queda-sin-frenos-en-autopista-mexico-queretaro,200,2023-03-30T05:33:52.836471,,4bdf4f342279a0cb4f8400a7093da7ad.html,text/html,utf_8
